Freq.	V(vo)
1.34586035405565e+004	(-4.14504656995052e+000dB,1.03387029408889e+000°)
1.34896288259136e+004	(-4.14503998503128e+000dB,1.03145689705621e+000°)
1.35207256319398e+004	(-4.14503343036144e+000dB,1.02904896388252e+000°)
1.35518941235074e+004	(-4.14502690580248e+000dB,1.02664648183591e+000°)
1.35831344658685e+004	(-4.14502041121600e+000dB,1.02424943820891e+000°)
1.36144468246565e+004	(-4.14501394646432e+000dB,1.02185782032538e+000°)
1.36458313658862e+004	(-4.14500751141083e+000dB,1.01947161554191e+000°)
1.36772882559555e+004	(-4.14500110591876e+000dB,1.01709081123279e+000°)
1.37088176616455e+004	(-4.14499472985247e+000dB,1.01471539481393e+000°)
1.37404197501221e+004	(-4.14498838307714e+000dB,1.01234535371795e+000°)
1.37720946889364e+004	(-4.14498206545807e+000dB,1.00998067541240e+000°)
1.38038426460258e+004	(-4.14497577686151e+000dB,1.00762134739024e+000°)
1.38356637897148e+004	(-4.14496951715418e+000dB,1.00526735717753e+000°)
1.38675582887158e+004	(-4.14496328620346e+000dB,1.00291869232201e+000°)
1.38995263121305e+004	(-4.14495708387708e+000dB,1.00057534039980e+000°)
1.39315680294500e+004	(-4.14495091004416e+000dB,9.98237289022271e-001°)
1.39636836105563e+004	(-4.14494476457340e+000dB,9.95904525818921e-001°)
1.39958732257231e+004	(-4.14493864733491e+000dB,9.93577038454775e-001°)
1.40281370456165e+004	(-4.14493255819894e+000dB,9.91254814618727e-001°)
1.40604752412960e+004	(-4.14492649703641e+000dB,9.88937842028745e-001°)
1.40928879842156e+004	(-4.14492046371890e+000dB,9.86626108428282e-001°)
1.41253754462244e+004	(-4.14491445811856e+000dB,9.84319601591651e-001°)
1.41579377995677e+004	(-4.14490848010845e+000dB,9.82018309318736e-001°)
1.41905752168878e+004	(-4.14490252956156e+000dB,9.79722219438584e-001°)
1.42232878712250e+004	(-4.14489660635187e+000dB,9.77431319803754e-001°)
1.42560759360187e+004	(-4.14489071035406e+000dB,9.75145598297159e-001°)
1.42889395851079e+004	(-4.14488484144291e+000dB,9.72865042830311e-001°)
1.43218789927323e+004	(-4.14487899949416e+000dB,9.70589641339299e-001°)
1.43548943335334e+004	(-4.14487318438424e+000dB,9.68319381785531e-001°)
1.43879857825553e+004	(-4.14486739598991e+000dB,9.66054252163451e-001°)
1.44211535152455e+004	(-4.14486163418810e+000dB,9.63794240489101e-001°)
1.44543977074561e+004	(-4.14485589885697e+000dB,9.61539334808306e-001°)
1.44877185354444e+004	(-4.14485018987524e+000dB,9.59289523194689e-001°)
1.45211161758742e+004	(-4.14484450712153e+000dB,9.57044793743282e-001°)
1.45545908058164e+004	(-4.14483885047585e+000dB,9.54805134581671e-001°)
1.45881426027502e+004	(-4.14483321981790e+000dB,9.52570533861672e-001°)
1.46217717445639e+004	(-4.14482761502851e+000dB,9.50340979761455e-001°)
1.46554784095559e+004	(-4.14482203598922e+000dB,9.48116460488349e-001°)
1.46892627764354e+004	(-4.14481648258149e+000dB,9.45896964272195e-001°)
1.47231250243239e+004	(-4.14481095468768e+000dB,9.43682479371532e-001°)
1.47570653327557e+004	(-4.14480545219062e+000dB,9.41472994073375e-001°)
1.47910838816788e+004	(-4.14479997497396e+000dB,9.39268496684683e-001°)
1.48251808514562e+004	(-4.14479452292126e+000dB,9.37068975546940e-001°)
1.48593564228668e+004	(-4.14478909591741e+000dB,9.34874419022228e-001°)
1.48936107771058e+004	(-4.14478369384697e+000dB,9.32684815499181e-001°)
1.49279440957866e+004	(-4.14477831659577e+000dB,9.30500153393290e-001°)
1.49623565609410e+004	(-4.14477296404988e+000dB,9.28320421148111e-001°)
1.49968483550204e+004	(-4.14476763609587e+000dB,9.26145607230953e-001°)
1.50314196608969e+004	(-4.14476233262043e+000dB,9.23975700134351e-001°)
1.50660706618641e+004	(-4.14475705351165e+000dB,9.21810688378917e-001°)
1.51008015416381e+004	(-4.14475179865761e+000dB,9.19650560511135e-001°)
1.51356124843587e+004	(-4.14474656794669e+000dB,9.17495305099711e-001°)
1.51705036745900e+004	(-4.14474136126830e+000dB,9.15344910741538e-001°)
1.52054752973216e+004	(-4.14473617851199e+000dB,9.13199366058693e-001°)
1.52405275379695e+004	(-4.14473101956782e+000dB,9.11058659702081e-001°)
1.52756605823773e+004	(-4.14472588432685e+000dB,9.08922780343749e-001°)
1.53108746168169e+004	(-4.14472077267995e+000dB,9.06791716679151e-001°)
1.53461698279895e+004	(-4.14471568451880e+000dB,9.04665457436958e-001°)
1.53815464030269e+004	(-4.14471061973537e+000dB,9.02543991364344e-001°)
1.54170045294921e+004	(-4.14470557822281e+000dB,9.00427307236424e-001°)
1.54525443953807e+004	(-4.14470055987422e+000dB,8.98315393852845e-001°)
1.54881661891214e+004	(-4.14469556458294e+000dB,8.96208240040229e-001°)
1.55238700995774e+004	(-4.14469059224323e+000dB,8.94105834645695e-001°)
1.55596563160473e+004	(-4.14468564274982e+000dB,8.92008166547117e-001°)
1.55955250282660e+004	(-4.14468071599767e+000dB,8.89915224643244e-001°)
1.56314764264060e+004	(-4.14467581188249e+000dB,8.87826997862352e-001°)
1.56675107010780e+004	(-4.14467093030025e+000dB,8.85743475147767e-001°)
1.57036280433320e+004	(-4.14466607114775e+000dB,8.83664645481668e-001°)
1.57398286446587e+004	(-4.14466123432165e+000dB,8.81590497858756e-001°)
1.57761126969900e+004	(-4.14465641971967e+000dB,8.79521021303404e-001°)
1.58124803927003e+004	(-4.14465162723979e+000dB,8.77456204866178e-001°)
1.58489319246076e+004	(-4.14464685678032e+000dB,8.75396037619102e-001°)
1.58854674859742e+004	(-4.14464210824022e+000dB,8.73340508660138e-001°)
1.59220872705081e+004	(-4.14463738151886e+000dB,8.71289607112289e-001°)
1.59587914723638e+004	(-4.14463267651623e+000dB,8.69243322121613e-001°)
1.59955802861431e+004	(-4.14462799313229e+000dB,8.67201642859427e-001°)
1.60324539068968e+004	(-4.14462333126800e+000dB,8.65164558520828e-001°)
1.60694125301252e+004	(-4.14461869082456e+000dB,8.63132058326158e-001°)
1.61064563517791e+004	(-4.14461407170358e+000dB,8.61104131516642e-001°)
1.61435855682612e+004	(-4.14460947380714e+000dB,8.59080767362045e-001°)
1.61808003764270e+004	(-4.14460489703782e+000dB,8.57061955153483e-001°)
1.62181009735857e+004	(-4.14460034129873e+000dB,8.55047684207366e-001°)
1.62554875575012e+004	(-4.14459580649316e+000dB,8.53037943864182e-001°)
1.62929603263936e+004	(-4.14459129252512e+000dB,8.51032723484144e-001°)
1.63305194789397e+004	(-4.14458679929873e+000dB,8.49032012459476e-001°)
1.63681652142744e+004	(-4.14458232671899e+000dB,8.47035800197105e-001°)
1.64058977319917e+004	(-4.14457787469115e+000dB,8.45044076135591e-001°)
1.64437172321456e+004	(-4.14457344312079e+000dB,8.43056829732027e-001°)
1.64816239152514e+004	(-4.14456903191378e+000dB,8.41074050467918e-001°)
1.65196179822864e+004	(-4.14456464097693e+000dB,8.39095727850455e-001°)
1.65576996346916e+004	(-4.14456027021707e+000dB,8.37121851407557e-001°)
1.65958690743719e+004	(-4.14455591954144e+000dB,8.35152410694214e-001°)
1.66341265036980e+004	(-4.14455158885796e+000dB,8.33187395284807e-001°)
1.66724721255069e+004	(-4.14454727807482e+000dB,8.31226794777903e-001°)
1.67109061431033e+004	(-4.14454298710077e+000dB,8.29270598799082e-001°)
1.67494287602606e+004	(-4.14453871584472e+000dB,8.27318796992730e-001°)
1.67880401812218e+004	(-4.14453446421619e+000dB,8.25371379028345e-001°)
1.68267406107009e+004	(-4.14453023212508e+000dB,8.23428334597828e-001°)
1.68655302538836e+004	(-4.14452601948175e+000dB,8.21489653417701e-001°)
1.69044093164288e+004	(-4.14452182619662e+000dB,8.19555325225528e-001°)
1.69433780044695e+004	(-4.14451765218135e+000dB,8.17625339780812e-001°)
1.69824365246136e+004	(-4.14451349734693e+000dB,8.15699686871477e-001°)
1.70215850839457e+004	(-4.14450936160562e+000dB,8.13778356302310e-001°)
1.70608238900274e+004	(-4.14450524486967e+000dB,8.11861337905485e-001°)
1.71001531508990e+004	(-4.14450114705192e+000dB,8.09948621530636e-001°)
1.71395730750804e+004	(-4.14449706806543e+000dB,8.08040197055519e-001°)
1.71790838715720e+004	(-4.14449300782367e+000dB,8.06136054375766e-001°)
1.72186857498562e+004	(-4.14448896624065e+000dB,8.04236183414529e-001°)
1.72583789198981e+004	(-4.14448494323077e+000dB,8.02340574113866e-001°)
1.72981635921471e+004	(-4.14448093870874e+000dB,8.00449216439506e-001°)
1.73380399775375e+004	(-4.14447695258983e+000dB,7.98562100379747e-001°)
1.73780082874898e+004	(-4.14447298478922e+000dB,7.96679215943128e-001°)
1.74180687339122e+004	(-4.14446903522291e+000dB,7.94800553165048e-001°)
1.74582215292011e+004	(-4.14446510380747e+000dB,7.92926102100829e-001°)
1.74984668862426e+004	(-4.14446119045930e+000dB,7.91055852824410e-001°)
1.75388050184136e+004	(-4.14445729509559e+000dB,7.89189795438513e-001°)
1.75792361395829e+004	(-4.14445341763360e+000dB,7.87327920062214e-001°)
1.76197604641123e+004	(-4.14444955799127e+000dB,7.85470216841420e-001°)
1.76603782068576e+004	(-4.14444571608678e+000dB,7.83616675940288e-001°)
1.77010895831702e+004	(-4.14444189183878e+000dB,7.81767287547370e-001°)
1.77418948088976e+004	(-4.14443808516607e+000dB,7.79922041871043e-001°)
1.77827941003852e+004	(-4.14443429598793e+000dB,7.78080929144337e-001°)
1.78237876744769e+004	(-4.14443052422459e+000dB,7.76243939619390e-001°)
1.78648757485165e+004	(-4.14442676979528e+000dB,7.74411063569788e-001°)
1.79060585403489e+004	(-4.14442303262070e+000dB,7.72582291294177e-001°)
1.79473362683212e+004	(-4.14441931262185e+000dB,7.70757613110706e-001°)
1.79887091512838e+004	(-4.14441560972006e+000dB,7.68937019359219e-001°)
1.80301774085916e+004	(-4.14441192383618e+000dB,7.67120500400400e-001°)
1.80717412601052e+004	(-4.14440825489284e+000dB,7.65308046619038e-001°)
1.81134009261919e+004	(-4.14440460281157e+000dB,7.63499648416730e-001°)
1.81551566277272e+004	(-4.14440096751524e+000dB,7.61695296221797e-001°)
1.81970085860957e+004	(-4.14439734892702e+000dB,7.59894980480318e-001°)
1.82389570231922e+004	(-4.14439374697008e+000dB,7.58098691661660e-001°)
1.82810021614233e+004	(-4.14439016156791e+000dB,7.56306420252589e-001°)
1.83231442237079e+004	(-4.14438659264460e+000dB,7.54518156769715e-001°)
1.83653834334793e+004	(-4.14438304012462e+000dB,7.52733891739728e-001°)
1.84077200146854e+004	(-4.14437950393249e+000dB,7.50953615719402e-001°)
1.84501541917905e+004	(-4.14437598399355e+000dB,7.49177319281285e-001°)
1.84926861897766e+004	(-4.14437248023275e+000dB,7.47404993023135e-001°)
1.85353162341439e+004	(-4.14436899257620e+000dB,7.45636627555683e-001°)
1.85780445509127e+004	(-4.14436552094981e+000dB,7.43872213521419e-001°)
1.86208713666244e+004	(-4.14436206528017e+000dB,7.42111741579294e-001°)
1.86637969083424e+004	(-4.14435862549357e+000dB,7.40355202403165e-001°)
1.87068214036537e+004	(-4.14435520151740e+000dB,7.38602586694798e-001°)
1.87499450806699e+004	(-4.14435179327933e+000dB,7.36853885175702e-001°)
1.87931681680284e+004	(-4.14434840070672e+000dB,7.35109088585153e-001°)
1.88364908948937e+004	(-4.14434502372796e+000dB,7.33368187685732e-001°)
1.88799134909586e+004	(-4.14434166227102e+000dB,7.31631173260977e-001°)
1.89234361864454e+004	(-4.14433831626532e+000dB,7.29898036111279e-001°)
1.89670592121071e+004	(-4.14433498563922e+000dB,7.28168767060920e-001°)
1.90107827992287e+004	(-4.14433167032275e+000dB,7.26443356951723e-001°)
1.90546071796281e+004	(-4.14432837024527e+000dB,7.24721796651252e-001°)
1.90985325856580e+004	(-4.14432508533675e+000dB,7.23004077041263e-001°)
1.91425592502065e+004	(-4.14432181552781e+000dB,7.21290189028546e-001°)
1.91866874066985e+004	(-4.14431856074913e+000dB,7.19580123534515e-001°)
1.92309172890972e+004	(-4.14431532093157e+000dB,7.17873871506125e-001°)
1.92752491319050e+004	(-4.14431209600655e+000dB,7.16171423908461e-001°)
1.93196831701648e+004	(-4.14430888590560e+000dB,7.14472771725435e-001°)
1.93642196394616e+004	(-4.14430569056070e+000dB,7.12777905966135e-001°)
1.94088587759233e+004	(-4.14430250990431e+000dB,7.11086817653129e-001°)
1.94536008162222e+004	(-4.14429934386876e+000dB,7.09399497831478e-001°)
1.94984459975760e+004	(-4.14429619238703e+000dB,7.07715937565669e-001°)
1.95433945577495e+004	(-4.14429305539254e+000dB,7.06036127943503e-001°)
1.95884467350554e+004	(-4.14428993281837e+000dB,7.04360060066471e-001°)
1.96336027683560e+004	(-4.14428682459853e+000dB,7.02687725060807e-001°)
1.96788628970639e+004	(-4.14428373066717e+000dB,7.01019114071356e-001°)
1.97242273611440e+004	(-4.14428065095885e+000dB,6.99354218262524e-001°)
1.97696964011141e+004	(-4.14427758540792e+000dB,6.97693028815927e-001°)
1.98152702580464e+004	(-4.14427453394963e+000dB,6.96035536936323e-001°)
1.98609491735692e+004	(-4.14427149651930e+000dB,6.94381733844854e-001°)
1.99067333898673e+004	(-4.14426847305247e+000dB,6.92731610782393e-001°)
1.99526231496842e+004	(-4.14426546348519e+000dB,6.91085159016056e-001°)
1.99986186963229e+004	(-4.14426246775351e+000dB,6.89442369823912e-001°)
2.00447202736470e+004	(-4.14425948579385e+000dB,6.87803234505659e-001°)
2.00909281260827e+004	(-4.14425651754319e+000dB,6.86167744379363e-001°)
2.01372424986193e+004	(-4.14425356293846e+000dB,6.84535890786265e-001°)
2.01836636368110e+004	(-4.14425062191729e+000dB,6.82907665085944e-001°)
2.02301917867781e+004	(-4.14424769441695e+000dB,6.81283058651580e-001°)
2.02768271952082e+004	(-4.14424478037569e+000dB,6.79662062882357e-001°)
2.03235701093576e+004	(-4.14424187973172e+000dB,6.78044669192121e-001°)
2.03704207770525e+004	(-4.14423899242318e+000dB,6.76430869019582e-001°)
2.04173794466906e+004	(-4.14423611838934e+000dB,6.74820653811742e-001°)
2.04644463672420e+004	(-4.14423325756889e+000dB,6.73214015048959e-001°)
2.05116217882509e+004	(-4.14423040990176e+000dB,6.71610944212163e-001°)
2.05589059598367e+004	(-4.14422757532690e+000dB,6.70011432822703e-001°)
2.06062991326953e+004	(-4.14422475378455e+000dB,6.68415472401469e-001°)
2.06538015581005e+004	(-4.14422194521500e+000dB,6.66823054498386e-001°)
2.07014134879057e+004	(-4.14421914955829e+000dB,6.65234170682304e-001°)
2.07491351745443e+004	(-4.14421636675579e+000dB,6.63648812533499e-001°)
2.07969668710322e+004	(-4.14421359674792e+000dB,6.62066971663710e-001°)
2.08449088309681e+004	(-4.14421083947616e+000dB,6.60488639687382e-001°)
2.08929613085356e+004	(-4.14420809488238e+000dB,6.58913808249571e-001°)
2.09411245585041e+004	(-4.14420536290788e+000dB,6.57342469008857e-001°)
2.09893988362304e+004	(-4.14420264349511e+000dB,6.55774613642670e-001°)
2.10377843976599e+004	(-4.14419993658605e+000dB,6.54210233845487e-001°)
2.10862814993280e+004	(-4.14419724212370e+000dB,6.52649321336336e-001°)
2.11348903983616e+004	(-4.14419456005085e+000dB,6.51091867847126e-001°)
2.11836113524801e+004	(-4.14419189031057e+000dB,6.49537865124251e-001°)
2.12324446199973e+004	(-4.14418923284626e+000dB,6.47987304942101e-001°)
2.12813904598222e+004	(-4.14418658760162e+000dB,6.46440179087721e-001°)
2.13304491314608e+004	(-4.14418395452058e+000dB,6.44896479363755e-001°)
2.13796208950174e+004	(-4.14418133354722e+000dB,6.43356197599524e-001°)
2.14289060111956e+004	(-4.14417872462618e+000dB,6.41819325631145e-001°)
2.14783047413004e+004	(-4.14417612770194e+000dB,6.40285855323684e-001°)
2.15278173472388e+004	(-4.14417354271961e+000dB,6.38755778551063e-001°)
2.15774440915217e+004	(-4.14417096962422e+000dB,6.37229087212585e-001°)
2.16271852372652e+004	(-4.14416840836149e+000dB,6.35705773219061e-001°)
2.16770410481919e+004	(-4.14416585887686e+000dB,6.34185828503977e-001°)
2.17270117886324e+004	(-4.14416332111641e+000dB,6.32669245018409e-001°)
2.17770977235266e+004	(-4.14416079502597e+000dB,6.31156014722879e-001°)
2.18272991184250e+004	(-4.14415828055276e+000dB,6.29646129610028e-001°)
2.18776162394905e+004	(-4.14415577764275e+000dB,6.28139581678607e-001°)
2.19280493534994e+004	(-4.14415328624338e+000dB,6.26636362949565e-001°)
2.19785987278432e+004	(-4.14415080630160e+000dB,6.25136465461435e-001°)
2.20292646305295e+004	(-4.14414833776484e+000dB,6.23639881269652e-001°)
2.20800473301839e+004	(-4.14414588058055e+000dB,6.22146602447098e-001°)
2.21309470960513e+004	(-4.14414343469714e+000dB,6.20656621081829e-001°)
2.21819641979971e+004	(-4.14414100006243e+000dB,6.19169929284204e-001°)
2.22330989065089e+004	(-4.14413857662476e+000dB,6.17686519179610e-001°)
2.22843514926979e+004	(-4.14413616433302e+000dB,6.16206382907418e-001°)
2.23357222283001e+004	(-4.14413376313574e+000dB,6.14729512631894e-001°)
2.23872113856782e+004	(-4.14413137298235e+000dB,6.13255900528816e-001°)
2.24388192378225e+004	(-4.14412899382200e+000dB,6.11785538791271e-001°)
2.24905460583526e+004	(-4.14412662560398e+000dB,6.10318419631773e-001°)
2.25423921215191e+004	(-4.14412426827859e+000dB,6.08854535278177e-001°)
2.25943577022045e+004	(-4.14412192179571e+000dB,6.07393877977492e-001°)
2.26464430759253e+004	(-4.14411958610544e+000dB,6.05936439991078e-001°)
2.26986485188330e+004	(-4.14411726115834e+000dB,6.04482213598815e-001°)
2.27509743077154e+004	(-4.14411494690499e+000dB,6.03031191100773e-001°)
2.28034207199989e+004	(-4.14411264329660e+000dB,6.01583364806122e-001°)
2.28559880337490e+004	(-4.14411035028411e+000dB,6.00138727049337e-001°)
2.29086765276724e+004	(-4.14410806781907e+000dB,5.98697270175196e-001°)
2.29614864811183e+004	(-4.14410579585304e+000dB,5.97258986551803e-001°)
2.30144181740797e+004	(-4.14410353433778e+000dB,5.95823868554745e-001°)
2.30674718871953e+004	(-4.14410128322524e+000dB,5.94391908586941e-001°)
2.31206479017506e+004	(-4.14409904246787e+000dB,5.92963099059150e-001°)
2.31739464996794e+004	(-4.14409681201839e+000dB,5.91537432407491e-001°)
2.32273679635657e+004	(-4.14409459182906e+000dB,5.90114901074559e-001°)
2.32809125766447e+004	(-4.14409238185307e+000dB,5.88695497525967e-001°)
2.33345806228046e+004	(-4.14409018204320e+000dB,5.87279214245404e-001°)
2.33883723865881e+004	(-4.14408799235353e+000dB,5.85866043728578e-001°)
2.34422881531938e+004	(-4.14408581273705e+000dB,5.84455978489596e-001°)
2.34963282084776e+004	(-4.14408364314774e+000dB,5.83049011058363e-001°)
2.35504928389546e+004	(-4.14408148353966e+000dB,5.81645133981846e-001°)
2.36047823318003e+004	(-4.14407933386698e+000dB,5.80244339823509e-001°)
2.36591969748521e+004	(-4.14407719408393e+000dB,5.78846621162399e-001°)
2.37137370566110e+004	(-4.14407506414551e+000dB,5.77451970594552e-001°)
2.37684028662432e+004	(-4.14407294400608e+000dB,5.76060380730701e-001°)
2.38231946935813e+004	(-4.14407083362136e+000dB,5.74671844198311e-001°)
2.38781128291262e+004	(-4.14406873294582e+000dB,5.73286353644915e-001°)
2.39331575640483e+004	(-4.14406664193564e+000dB,5.71903901729886e-001°)
2.39883291901893e+004	(-4.14406456054605e+000dB,5.70524481125306e-001°)
2.40436280000637e+004	(-4.14406248873319e+000dB,5.69148084526569e-001°)
2.40990542868603e+004	(-4.14406042645288e+000dB,5.67774704643866e-001°)
2.41546083444438e+004	(-4.14405837366138e+000dB,5.66404334203209e-001°)
2.42102904673561e+004	(-4.14405633031554e+000dB,5.65036965936377e-001°)
2.42661009508185e+004	(-4.14405429637163e+000dB,5.63672592606837e-001°)
2.43220400907325e+004	(-4.14405227178674e+000dB,5.62311206984529e-001°)
2.43781081836818e+004	(-4.14405025651799e+000dB,5.60952801855825e-001°)
2.44343055269340e+004	(-4.14404825052263e+000dB,5.59597370027596e-001°)
2.44906324184417e+004	(-4.14404625375802e+000dB,5.58244904316290e-001°)
2.45470891568446e+004	(-4.14404426618173e+000dB,5.56895397556172e-001°)
2.46036760414705e+004	(-4.14404228775204e+000dB,5.55548842599984e-001°)
2.46603933723376e+004	(-4.14404031842643e+000dB,5.54205232316564e-001°)
2.47172414501555e+004	(-4.14403835816365e+000dB,5.52864559579303e-001°)
2.47742205763270e+004	(-4.14403640692178e+000dB,5.51526817293312e-001°)
2.48313310529499e+004	(-4.14403446465971e+000dB,5.50191998369094e-001°)
2.48885731828181e+004	(-4.14403253133614e+000dB,5.48860095731896e-001°)
2.49459472694237e+004	(-4.14403060691023e+000dB,5.47531102331532e-001°)
2.50034536169585e+004	(-4.14402869134082e+000dB,5.46205011120442e-001°)
2.50610925303153e+004	(-4.14402678458777e+000dB,5.44881815077719e-001°)
2.51188643150899e+004	(-4.14402488661027e+000dB,5.43561507193143e-001°)
2.51767692775826e+004	(-4.14402299736814e+000dB,5.42244080468346e-001°)
2.52348077247998e+004	(-4.14402111682163e+000dB,5.40929527926273e-001°)
2.52929799644555e+004	(-4.14401924493031e+000dB,5.39617842602083e-001°)
2.53512863049731e+004	(-4.14401738165530e+000dB,5.38309017546272e-001°)
2.54097270554871e+004	(-4.14401552695624e+000dB,5.37003045822136e-001°)
2.54683025258444e+004	(-4.14401368079436e+000dB,5.35699920516123e-001°)
2.55270130266065e+004	(-4.14401184313024e+000dB,5.34399634717112e-001°)
2.55858588690504e+004	(-4.14401001392510e+000dB,5.33102181541398e-001°)
2.56448403651711e+004	(-4.14400819314016e+000dB,5.31807554114776e-001°)
2.57039578276826e+004	(-4.14400638073673e+000dB,5.30515745573854e-001°)
2.57632115700197e+004	(-4.14400457667632e+000dB,5.29226749079034e-001°)
2.58226019063399e+004	(-4.14400278092064e+000dB,5.27940557798327e-001°)
2.58821291515248e+004	(-4.14400099343205e+000dB,5.26657164920273e-001°)
2.59417936211820e+004	(-4.14399921417217e+000dB,5.25376563640635e-001°)
2.60015956316466e+004	(-4.14399744310328e+000dB,5.24098747176425e-001°)
2.60615354999828e+004	(-4.14399568018825e+000dB,5.22823708758868e-001°)
2.61216135439859e+004	(-4.14399392538930e+000dB,5.21551441631985e-001°)
2.61818300821837e+004	(-4.14399217866939e+000dB,5.20281939055354e-001°)
2.62421854338382e+004	(-4.14399043999139e+000dB,5.19015194300017e-001°)
2.63026799189476e+004	(-4.14398870931870e+000dB,5.17751200657213e-001°)
2.63633138582476e+004	(-4.14398698661435e+000dB,5.16489951427933e-001°)
2.64240875732132e+004	(-4.14398527184185e+000dB,5.15231439931403e-001°)
2.64850013860608e+004	(-4.14398356496491e+000dB,5.13975659496487e-001°)
2.65460556197491e+004	(-4.14398186594743e+000dB,5.12722603473959e-001°)
2.66072505979818e+004	(-4.14398017475319e+000dB,5.11472265221646e-001°)
2.66685866452085e+004	(-4.14397849134640e+000dB,5.10224638116366e-001°)
2.67300640866268e+004	(-4.14397681569152e+000dB,5.08979715547382e-001°)
2.67916832481840e+004	(-4.14397514775268e+000dB,5.07737490918277e-001°)
2.68534444565787e+004	(-4.14397348749489e+000dB,5.06497957645838e-001°)
2.69153480392628e+004	(-4.14397183488270e+000dB,5.05261109164719e-001°)
2.69773943244428e+004	(-4.14397018988135e+000dB,5.04026938917993e-001°)
2.70395836410820e+004	(-4.14396855245568e+000dB,5.02795440369440e-001°)
2.71019163189020e+004	(-4.14396692257106e+000dB,5.01566606994061e-001°)
2.71643926883844e+004	(-4.14396530019294e+000dB,5.00340432281691e-001°)
2.72270130807727e+004	(-4.14396368528675e+000dB,4.99116909729873e-001°)
2.72897778280740e+004	(-4.14396207781859e+000dB,4.97896032861362e-001°)
2.73526872630607e+004	(-4.14396047775416e+000dB,4.96677795206496e-001°)
2.74157417192723e+004	(-4.14395888505965e+000dB,4.95462190306668e-001°)
2.74789415310175e+004	(-4.14395729970110e+000dB,4.94249211724287e-001°)
2.75422870333751e+004	(-4.14395572164519e+000dB,4.93038853030639e-001°)
2.76057785621969e+004	(-4.14395415085801e+000dB,4.91831107813144e-001°)
2.76694164541086e+004	(-4.14395258730683e+000dB,4.90625969672724e-001°)
2.77332010465118e+004	(-4.14395103095802e+000dB,4.89423432224383e-001°)
2.77971326775863e+004	(-4.14394948177885e+000dB,4.88223489094082e-001°)
2.78612116862911e+004	(-4.14394793973636e+000dB,4.87026133922093e-001°)
2.79254384123668e+004	(-4.14394640479787e+000dB,4.85831360372605e-001°)
2.79898131963370e+004	(-4.14394487693106e+000dB,4.84639162102992e-001°)
2.80543363795105e+004	(-4.14394335610297e+000dB,4.83449532806285e-001°)
2.81190083039827e+004	(-4.14394184228190e+000dB,4.82262466170429e-001°)
2.81838293126379e+004	(-4.14394033543564e+000dB,4.81077955912904e-001°)
2.82487997491504e+004	(-4.14393883553182e+000dB,4.79895995751491e-001°)
2.83139199579871e+004	(-4.14393734253931e+000dB,4.78716579425589e-001°)
2.83791902844088e+004	(-4.14393585642607e+000dB,4.77539700686023e-001°)
2.84446110744724e+004	(-4.14393437716061e+000dB,4.76365353298141e-001°)
2.85101826750323e+004	(-4.14393290471162e+000dB,4.75193531034219e-001°)
2.85759054337427e+004	(-4.14393143904783e+000dB,4.74024227689385e-001°)
2.86417796990590e+004	(-4.14392998013810e+000dB,4.72857437067508e-001°)
2.87078058202401e+004	(-4.14392852795180e+000dB,4.71693152983867e-001°)
2.87739841473499e+004	(-4.14392708245787e+000dB,4.70531369267973e-001°)
2.88403150312592e+004	(-4.14392564362551e+000dB,4.69372079766984e-001°)
2.89067988236479e+004	(-4.14392421142461e+000dB,4.68215278334871e-001°)
2.89734358770063e+004	(-4.14392278582439e+000dB,4.67060958845438e-001°)
2.90402265446376e+004	(-4.14392136679511e+000dB,4.65909115178353e-001°)
2.91071711806591e+004	(-4.14391995430637e+000dB,4.64759741233972e-001°)
2.91742701400047e+004	(-4.14391854832813e+000dB,4.63612830915974e-001°)
2.92415237784264e+004	(-4.14391714883091e+000dB,4.62468378149960e-001°)
2.93089324524962e+004	(-4.14391575578466e+000dB,4.61326376873396e-001°)
2.93764965196083e+004	(-4.14391436916020e+000dB,4.60186821032640e-001°)
2.94442163379806e+004	(-4.14391298892801e+000dB,4.59049704588238e-001°)
2.95120922666568e+004	(-4.14391161505854e+000dB,4.57915021517454e-001°)
2.95801246655084e+004	(-4.14391024752315e+000dB,4.56782765805905e-001°)
2.96483138952364e+004	(-4.14390888629235e+000dB,4.55652931450182e-001°)
2.97166603173732e+004	(-4.14390753133759e+000dB,4.54525512472715e-001°)
2.97851642942848e+004	(-4.14390618263005e+000dB,4.53400502887273e-001°)
2.98538261891725e+004	(-4.14390484014130e+000dB,4.52277896738592e-001°)
2.99226463660748e+004	(-4.14390350384258e+000dB,4.51157688078518e-001°)
2.99916251898694e+004	(-4.14390217370561e+000dB,4.50039870969733e-001°)
3.00607630262751e+004	(-4.14390084970235e+000dB,4.48924439487908e-001°)
3.01300602418540e+004	(-4.14389953180465e+000dB,4.47811387721523e-001°)
3.01995172040130e+004	(-4.14389821998447e+000dB,4.46700709777795e-001°)
3.02691342810058e+004	(-4.14389691421424e+000dB,4.45592399761983e-001°)
3.03389118419355e+004	(-4.14389561446610e+000dB,4.44486451808375e-001°)
3.04088502567555e+004	(-4.14389432071261e+000dB,4.43382860053708e-001°)
3.04789498962725e+004	(-4.14389303292605e+000dB,4.42281618649103e-001°)
3.05492111321478e+004	(-4.14389175107939e+000dB,4.41182721757928e-001°)
3.06196343368995e+004	(-4.14389047514548e+000dB,4.40086163557335e-001°)
